"","ctrl1","ctrl2","ctrl3","ctrl4","RA1","RA2","RA3","RA4"
"ACTL9",0.999999856,0,0,0,0,0,1.000002227,0
"ACTN1",3564.928141,815.3024022,862.6615953,458.8039022,869.6300221,5266.116377,3876.286569,5459.068911
"ACTN2",108.9996621,31.24577797,16.16448574,11.26780882,14.12151891,61.30200013,92.69610951,76.66122685
"ACTN3",0,0,7.000004002,0,2.999989991,0,2.999998256,13.00840131
"ACTN4",8465.254529,2042.616394,1640.002946,1858.99836,1093.986914,4542.522116,2553.001239,4191.508175
"ACTN4P1",0,0,0,0,0,0,0,0
"ACTN4P2",0,0,0,0,0,0,0,0
"ACTP1",0,0,0,0,0,0,0,0
"ACTR10",1163.681837,220.096502,364.9510905,196.2011576,166.6822911,1637.317673,1522.893317,1587.865967
"ACTR1A",3827.046164,682.6113858,561.0798576,478.9991694,506.6925687,3471.834919,3195.865171,2718.13498
"ACTR1AP1",24.0000003,0,0,0,0.999998335,0,5.000005884,15.00000504
"ACTR1B",1232.000099,236.9995443,226.9994991,246.000461,248.9990531,896.0017931,786.9988439,597.9997791
"ACTR2",6579.001396,1355.001114,2583.999552,1716.000713,3086.993257,12996.84956,13209.95609,6694.76421
"ACTR3",5450.622075,1506.945236,1324.471447,958.6168425,2179.525813,12818.77571,18668.20353,7874.645053
"ACTR3B",562.578414,51.94776302,45.10254802,27.11248812,106.1954553,678.4999828,648.094628,481.0691177
"ACTR3BP1",0,0,0,0,0,0,0,0
"ACTR3BP2",0,0,0,0,0,0,0,0
"ACTR3BP3",0,0,0,0,0,0,0,0
"ACTR3BP4",2.00001071,0,0,0,6.999954389,22.82751129,52.00007367,26.00007649
"ACTR3BP5",1.000000949,0,0,0,0,0.999998346,0,0
"ACTR3BP6",0,0,0,0,0,5.172465941,6.000023913,0
"ACTR3BP7",0,0,0,0,0,0,0,0
"ACTR3C",129.2109316,20.19106901,42.40368732,14.26394019,102.4163067,211.3771263,800.6554006,212.1806617
"ACTR3P2",0,0,0,0,0,0,2.000002745,1.000563747
"ACTR3P3",0,0,0,0,0,0,0,1.000000664
"ACTR5",341.3414172,103.3500844,35.99996592,24.99997888,82.99951298,367.2682547,389.1873119,226.4673776
"ACTR6",586.9540936,212.2744644,153.7304039,110.4279697,40.29182161,678.6410793,930.2870175,604.9810364
"ACTR6P1",0,0,0,0,0,0,0,0
"ACTR8",796.9999756,130.0002281,175.0001436,124.9998736,333.9991239,1794.999827,1694.001407,838.9998961
"ACTRT1",0,0,0,0,0,0,0,0
"ACTRT1P1",0,10.99998685,0,0.999998237,0,0,0,0
"ACTRT2",0,0,5.000000258,0,0,0,0,0
"ACTRT3",45.00007126,11.00000149,31.99993106,5.999993651,2.999986991,70.99993176,101.0001316,101.9999484
"ACVR1",3812.362675,534.6377198,369.6759584,286.9278729,668.622011,5434.538691,2133.972073,2734.009705
"ACVR1B",1060.039727,102.0102904,135.0001339,55.0001096,111.999672,320.0026242,455.999834,771.0325144
"ACVR1C",347.9998047,0,57.00009171,33.00000129,25.99991266,28.99992327,57.00008312,1214.000257
"ACVR2A",931.7810792,122.0000248,173.2848503,130.9999037,344.9518029,2005.406393,1616.622625,1686.487663
"ACVR2B",1784.515469,99.30699526,255.1600481,302.382227,245.9866373,823.2941959,1023.069143,1334.399672
"ACVRL1",1876.195907,204.0202849,171.00019,172.5643337,110.3223746,1282.597229,1098.571853,1459.248903
"ACY1",241.6657353,121.6442622,157.5992772,80.81318966,10.05995909,178.7291647,266.1860698,141.8766476
"ACY3",1.000000487,0,0,0,0,0,0,3.000000995
"ACYP1",391.9274083,37.00002496,22.00004219,46.00004369,25.99996391,145.0000313,176.9999322,34.99993352
"ACYP2",861.721469,241.4819031,105.3233496,64.78436122,171.4053639,557.2721889,736.6917941,673.7848255
"ADA",142.9999311,119.9998722,67.99999816,77.99987695,48.99992396,504.0002708,336.0002713,264.9999503
"ADA2",2593.819694,397.5374109,321.7408882,326.247842,1062.292319,2328.634345,1781.136198,1686.331514
"ADAD1",0,12.00002615,0,0,0,0,1.000001903,0
"ADAD1P2",0,9.000022022,0,0,0,0,3.999998582,1.000001277
"ADAD2",21.88782527,1.00105178,1.002879956,1.006213611,0,16.47964303,42.85020681,16.43709096
"ADAL",237.6705305,168.200829,53.81221372,32.87764284,77.97452372,421.7190224,461.658129,243.8210409
"ADAM10",7755.541119,734.3793708,827.8940045,565.9621716,1299.073425,8750.158326,8840.919589,5952.673627
"ADAM11",18.9999841,1.999999549,4.999996641,2.000007604,3.999991413,30.99997615,3.00000135,1.000000218
"ADAM12",460.0007672,107.0001006,28.00000158,0,269.999553,5601.006105,1349.998985,897.9998366
"ADAM15",2765.182578,565.3360888,542.0001572,426.9992908,178.9994813,2423.064493,796.7904252,2138.957477
"ADAM17",2745.159916,360.9602159,283.1504997,169.3732713,481.892831,3354.348983,3981.292087,3028.601234
"ADAM18",18.00001303,18.00006269,0,0,4.999988358,10.99998748,5.999989377,3.999999553
"ADAM19",379.9999912,153.9999504,159.9999511,47.00018212,961.997602,1469.004217,5358.995958,1915.999385
"ADAM1A",0,0,0,0,1.61732284,0,17.15660688,0
"ADAM1B",72.24553057,34.6691649,2.001032585,2.001105481,5.392620405,25.14778928,35.01811542,31.56320874
"ADAM2",0,0,5.999996767,0,0.999995483,0,0,0
"ADAM20",436.9995081,17.0000035,5.00001007,3.999991073,16.99996286,246.0004632,234.0000585,177.0001728
"ADAM20P1",297.9667074,0,4.000005692,1.00000025,39.02355936,207.000108,283.0002651,189.0001844
"ADAM20P2",0,0,0,0,0,0,0,0
"ADAM20P3",0,0,0,0,0,0,0,0
"ADAM21",203.3645814,0,7.000009109,6.000000968,2.999989292,104.8999734,92.44274358,76.58039765
"ADAM21P1",26.63517631,0,0,0,0,4.09979722,4.557307271,10.41964703
"ADAM22",411.0001389,211.000362,129.0000187,57.99999466,54.9999239,416.9999584,330.0000714,1297.000187
"ADAM23",877.0005864,91.00001096,95.00010907,94.99991828,0,5.000001961,119.9999819,89.00002147
"ADAM24P",0.999998841,19.99997539,0,0,0,0,0,0
"ADAM28",934.7516821,35.00006293,49.00004755,29.08881061,870.4061499,1384.44332,12054.729,1516.187879
"ADAM29",73.82113897,52.37667436,17.09395971,22.30989714,16.62137672,19.49800974,230.186446,46.40639415
"ADAM30",0,0,0,0,1.99999554,1.999999967,0,0
"ADAM32",8693.492718,1972.719301,680.494067,359.4461617,1183.488791,7174.865927,7052.197691,6671.643841
"ADAM33",80.21480891,298.7423321,361.0000779,237.7439244,19.23984662,774.9745744,250.4947571,1306.717263
"ADAM3A",67.046814,17.69126364,31.92883314,14.84544997,11.4294098,79.11559122,127.7102553,55.59841431
"ADAM3B",59.0000762,0,0,0,3.999986525,32.99995825,36.00000759,90.000036
"ADAM5",0,0,0,0,0,0,0,0
"ADAM6",0,0,0,0,0,0,0,0
"ADAM7",2.000000123,0,0,0,0.999998246,0,0,0
"ADAM8",306.000134,0,41.00004708,34.00001731,253.9990454,311.0001001,770.9999125,796.000287
"ADAM9",13015.76623,1712.708606,1363.495516,1288.664434,1102.779726,11014.33313,7609.273203,4779.708451
"ADAMDEC1",9.999986377,2.000002145,0,0,254.998978,210.0000049,6348.987622,221.999817
"ADAMTS1",2611.954032,536.8088079,1435.197461,324.0038535,277.3318279,2397.962039,1159.061997,2189.024125
"ADAMTS10",3600.99912,560.0005094,413.0003648,317.0000181,70.99991367,782.0002835,362.9999464,846.9998581
"ADAMTS12",355.0002445,97.99991412,63.00001575,58.99996418,44.99995724,2173.001033,462.9992153,825.9990917
"ADAMTS13",159.0000946,57.00005921,42.00001073,10.00001547,15.99995123,47.99997136,36.00000216,53.00000807
"ADAMTS14",131.0003571,33.00004283,27.00000547,11.00001473,0,1025.000111,534.0005534,83.99991553
"ADAMTS15",1423.002767,24.00000225,83.00017271,62.00006556,3.999985191,1805.00569,181.9994511,752.0003337
"ADAMTS16",1800.998747,167.000104,142.0001369,110.000117,165.9992696,2897.998328,1683.999479,580.9999403
"ADAMTS17",927.2028226,347.7310346,135.6180198,69.09745986,172.5178269,682.704393,717.3167794,768.9908658
"ADAMTS18",13.99999467,13.00002245,15.00002725,4.000000657,29.99993072,568.9996786,150.9998536,33.00006648
"ADAMTS19",181.9995779,91.00031917,61.99997471,57.00003133,26.99994879,118.0000083,11.99999566,446.0004064
"ADAMTS2",10383.58139,3408.407869,811.6856341,442.9196741,1810.165953,18351.38818,5157.829241,5165.432695
"ADAMTS20",0,0,5.000010962,0,0,1.000000862,0,0
"ADAMTS3",1062.999721,305.0002128,108.9998631,157.9998882,2.999988357,120.9999803,222.0004437,423.0001057
"ADAMTS4",487.9181814,374.250485,181.2060745,87.31112405,87.11620358,663.20765,615.1941302,465.4298158
"ADAMTS5",4574.007979,727.0005752,559.0008434,813.0008954,1540.995956,9137.000913,5349.993941,4484.995271
"ADAMTS6",276.0004744,58.9999652,33.00004171,21.99999987,322.998846,2926.000239,1860.999951,1362.99978
"ADAMTS7",7926.394828,781.0004921,450.8072331,438.2986454,46.78367366,196.1377437,161.9399211,568.9051958
"ADAMTS7P1",68.82385807,36.1071423,11.06863234,0,5.999981629,1.99999975,13.26788537,5.066166677
"ADAMTS7P3",903.9628911,13.00002275,35.12460852,60.63423199,22.21619947,12.45855598,6.227281293,2.030027233
"ADAMTS7P4",43.10603161,23.9812791,96.76565197,118.082808,24.08396663,50.96077588,207.2144161,53.89218205
"ADAMTS8",797.0000801,17.00000546,26.0000165,11.9999988,8.999979154,13.00002428,13.00001506,15.99996425
"ADAMTS9",981.0621351,56.00003487,186.0002834,112.0003025,279.0181071,6600.355928,2750.291084,2954.042075
"ADAMTSL1",169.9999732,77.00008884,55.00012976,26.99998408,82.99965753,2206.000483,328.9999294,740.000254
"ADAMTSL2",1786.029687,168.379535,136.5306433,132.2513526,29.27170397,202.8924834,145.1879761,207.6628043
"ADAMTSL3",21611.94726,1718.046647,1061.055589,1177.093614,1113.408126,6296.918173,7358.01674,10578.06019
"ADAMTSL4",3879.29202,850.4488282,596.754461,425.9999165,602.9288293,2827.104523,1181.319896,3517.312963
"ADAMTSL5",102.1419982,71.32636621,39.66448798,39.01684186,35.64157703,34.15869472,30.56193974,72.69365082
"ADAP1",570.7710572,1009.000904,609.0002209,171.9997843,106.9995948,84.32299803,185.5839507,88.99998611
"ADAP2",8200.532888,465.8400387,674.9545992,351.6503972,1019.073331,4458.456353,3031.690909,1414.313049
"ADAR",10732.27294,2002.71963,1553.583313,2047.172206,3319.12162,12743.53149,13997.949,12573.247
"ADARB1",2078.347405,374.7949272,448.5596043,203.579805,395.2661089,2918.252669,2568.777114,2762.913496
"ADARB2",70.23998232,75.40992027,323.255561,97.55771465,13.30041907,31.91750904,43.84847281,54.39076319
"ADAT1",1673.70636,200.8547026,317.3346079,176.8907609,280.852451,1265.187893,1478.344112,1485.245757
"ADAT2",564.5656392,54.66653458,24.40680066,42.88922597,199.1207003,957.3386257,989.6980174,426.0166374
"ADAT3",50.6602041,0,22.00000529,2.476495102,0,0,4.626865976,20.6492741
"ADCK1",569.4785517,70.99990384,28.88719007,29.57362332,52.19560202,349.9229176,258.9015484,211.0615061
"ADCK2",678.9996474,217.000006,56.0000474,56.99996913,62.99990349,375.9392353,455.000334,385.9997269
"ADCK5",145.9998332,92.0000996,75.00008222,10.99999802,15.99994304,110.0000088,12.00000858,0.999999902
"ADCY1",3342.810742,200.9367535,128.9511071,81.17232982,286.4022278,804.07916,1263.189022,420.2531956
"ADCY10",12.00000145,0,9.999988367,0,10.99998139,29.00005036,26.00003812,39.00001364
"ADCY10P1",704.5502254,80.22404399,3.3796304,5.562162655,63.56282972,271.793311,534.5440084,191.5192365
"ADCY2",667.5179701,315.0786284,117.2547923,47.1607626,94.77928987,685.5604732,589.5413238,1598.177128
"ADCY3",2828.698569,683.6940383,424.7207454,320.1035234,361.909927,1170.576025,1198.829219,1857.215902
"ADCY4",697.529773,256.4233634,192.9998692,106.3484503,109.5226116,194.5801222,284.9647127,462.7926041
"ADCY5",91.99997418,126.0003537,89.99991571,71.00010241,15.99995684,139.9995511,129.0000094,448.0007001
"ADCY6",4373.597841,488.9552515,206.8288951,220.8265934,149.1981157,222.1021865,145.1337497,1300.250416
"ADCY7",10710.76003,1166.400977,866.252936,810.0464086,1783.598201,5284.780874,4705.634987,3726.976155
"ADCY8",4464.001373,0,0,6.999999017,0.999996333,12.00001907,2.000003473,20.99996001
"ADCY9",4745.843238,1339.623401,1250.057352,1009.53655,583.927603,1801.444172,1044.043361,2026.001237
"ADCYAP1",6.369143796,3.00000287,9.000009431,3.999989946,11.99995389,68.00357634,70.7622742,189.0001174
"ADCYAP1R1",68.56579877,82.63448356,13.00384503,73.00931287,7.033899956,48.18031523,31.19623317,212.2734906
"ADD1",10227.89728,1627.685093,1183.02877,1336.807109,1194.258525,5972.681615,6247.735735,6224.960109
"ADD2",171.0263683,72.5918816,86.08146694,45.55935271,28.34099765,95.64210462,311.4543392,230.1071702
"ADD3",5759.311858,1593.047727,1879.516194,1775.636078,1409.462893,8047.907532,9486.738897,9487.612624
"ADGB",1044.870387,42.60351232,15.29508559,29.84924639,191.3697631,613.5378942,529.0724939,536.4145992
"ADGRA1",0,0,0,0,0,0,0,0
"ADGRA2",3709.17582,730.2981896,700.4669921,728.9000006,142.4286207,189.8496274,85.33131153,1157.465867
"ADGRA3",5499.342667,448.2390606,188.723968,206.9999304,505.9452483,3171.944368,2332.968068,3131.174242
"ADGRB1",80.00004944,9.999988921,24.00001497,7.000017377,0,32.00003082,2.999998565,27.00003519
"ADGRB2",318.99999,42.99998752,32.0000153,20.99992756,14.99994113,78.00000523,7.000003739,0.999999692
"ADGRB3",1067.000759,27.00005284,21.00001356,30.99999284,39.99997458,175.9998261,62.99995998,469.0000868
"ADGRD1",259.2400714,96.02231313,121.4316408,206.6433505,298.6924276,866.0366061,728.893413,4554.870367
"ADGRD2",168.9519202,83.70594671,544.1159666,237.4767384,64.92936093,126.6937223,157.0173187,130.572062
"ADGRE1",10.13745008,27.00004489,0,2.000001998,40.62965071,11.3925165,1.353429994,198.108465
"ADGRE2",446.0557687,141.845248,74.61545188,38.8282308,188.4282379,1026.122816,816.6445819,1142.207231
"ADGRE3",2.000000805,0,0,0,2.999987325,0,1.003240084,339.0000699
"ADGRE4P",136.2014015,2.031492312,41.89944332,8.094955714,25.383886,88.00586807,29.15173592,72.92398706
"ADGRE5",4316.861045,1495.447842,611.8982854,742.9149978,690.5413349,3852.099911,1798.792816,3658.157022
"ADGRF1",2514.333428,1989.212353,1927.92982,1236.307973,92.61697067,392.7207118,414.1693632,455.265679
"ADGRF2",3.001487996,0,0.999999691,0,3.999971195,6.000845457,6.001046344,4.000659474
"ADGRF3",51.49647696,104.0000303,23.42455466,4.000006714,7.999978107,54.00004017,57.5139985,45.71245879
"ADGRF4",0,0,0,0,0.999997368,6.000003322,0,2.999999741
"ADGRF5",1750.689522,270.0003457,137.0002437,218.9998764,266.9797309,5399.30012,3025.980709,3486.52447
"ADGRF5P1",102.8898201,35.99999772,0,0,11.80944669,33.71624418,55.44742814,94.24556374
"ADGRF5P2",0,0,0,0,0,0,0,0
"ADGRG1",636.3762248,96.41007311,84.66944668,62.00349049,43.53705751,188.3887914,306.1328013,540.5090931
"ADGRG2",2710.071374,637.7304368,195.0944988,306.7174572,228.618698,1682.942242,1913.953936,2731.472763
"ADGRG3",0,25.00002653,0,4.999988254,38.99987747,47.00004316,12.99999077,152.0000169
"ADGRG4",119.49903,74.79658507,8.000002291,2.999999633,8.93588073,28.94075465,44.19170838,75.35190591
"ADGRG5",6.999996375,0,0,4.0000081,106.999682,61.99998083,158.0000512,39.99997261
"ADGRG6",1213.999276,71.00006706,84.00004724,138.0000313,41.99994849,308.0001348,352.999805,666.9988778
"ADGRG7",0,0,0,0,0,0,6.000017259,0
"ADGRL1",2363.688738,196.0001696,200.2062342,138.4914515,111.9998075,359.99992,73.00011313,552.9997398
"ADGRL2",3311.959923,472.6957942,359.8875554,255.0284503,317.3883807,5753.452324,3316.035571,3933.253336
"ADGRL3",391.0001577,148.000336,349.0012486,132.0001175,77.99981452,642.9990631,235.9994156,1989.000811
"ADGRL4",954.9995149,35.999889,146.0000192,99.9999029,89.00001639,3419.998386,1741.002332,2271.99829
"ADGRV1",620.9953952,341.6363306,305.0680768,171.424376,88.46656674,537.4417298,552.8879488,562.9469418
"ADH1A",11.99999222,22.99997569,0,0,1.999990511,11.00000501,13.00000247,54.32309651
"ADH1B",2641.557106,127.999983,77.69972075,675.9672926,40.32514652,44.85029904,94.08102177,10788.22655
"ADH1C",89.62694542,139.0022028,116.0815107,664.7514355,3.009680258,22.98111949,26.54351722,455.8561363
"ADH4",359.7896866,106.8571548,13.30233117,27.76381075,25.97724407,164.9571454,193.1187947,406.4652679
"ADH5",2315.056947,617.9989967,925.1162861,586.9998475,490.1298493,3072.935105,2383.318127,3590.06312
"ADH5P2",0,0,0,0,0,0,0,1.000000566
"ADH5P3",0,0,0,0,3.999999316,0,0,0
"ADH5P4",2.00927734,0,0,0,0,0,0,0
"ADH5P5",5.99999041,0,0,0,0,20.99999892,8.999975522,0
"ADH6",9.99999816,1.000001006,4.000001468,8.999991043,6.999991712,20.00003669,41.99999499,84.00001895
"ADH7",12.29671483,0,2.247898461,0,0,0,0,4.825784772
"ADHFE1",336.0659195,36.00001282,18.27470777,45.16272435,28.85580379,139.8055803,111.6240269,521.0276737
"ADI1",2801.091383,632.1316506,428.9787625,439.7485802,595.714891,3083.762272,3171.557513,2656.177926
"ADI1P1",1.000003334,0,0,0,0,0,0,0
"ADI1P2",0,0,0,0,0,0,1.999999702,0
"ADI1P3",0,0,0,0,0,0,0,0
"ADIG",1.000001527,0,0,0,0,4.000004139,1.999999161,0
"ADIPOQ",2187.294144,279.5501757,222.5944134,564.6556708,65.67412099,96.8628485,157.2020685,12467.9084
"ADIPOR1",1353.001009,347.0003544,423.000022,387.998918,472.9982029,2107.999671,2208.002381,6320.024274
"ADIPOR1P1",0,17.00005429,0,0,0,0,0,0
"ADIPOR1P2",4.999997514,0,0,0,0,0,0,0
"ADIPOR2",2502.398872,499.9999117,325.9999734,292.0001044,759.2836532,2553.624722,2865.876196,2581.463714
"ADIRF",2195.003013,1790.000946,1448.00061,1319.000378,104.9997682,733.0005787,40.00003116,4231.991074
"ADK",1051.069342,128.0212291,159.1929028,135.4880642,254.3509519,1472.310637,2280.058867,1439.907402
"ADM",366.0009884,35.00003225,19.99997364,22.99997662,49.99984625,299.0002025,204.0001443,852.0001102
"ADM2",32.62925064,30.47988201,23.48201044,16.84854251,7.223779983,57.6742329,54.72580816,22.29765816
"ADM5",0,0,4.000005101,0,0,21.00006455,9.999993906,34.00005734
"ADNP",4754.521054,655.1071651,620.0232884,668.3382205,1353.648504,5788.934757,6242.263922,4782.553245
"ADNP2",1580.996435,95.00025482,146.9999037,152.9998755,232.9998622,1086.001346,944.0002474,1721.002417
"ADO",417.9999664,107.0001274,178.0001844,114.9998793,24.99992665,642.9998345,634.0000175,805.0003298
"ADORA1",347.0001772,0,14.00000829,7.99999895,4.99998643,13.0000211,60.0000222,44.00011562
"ADORA2A",1.000000108,104.8018599,19.99999109,30.15051487,62.17918228,78.70359092,280.5164314,29.5907463
"ADORA2B",189.3507144,190.3566545,2.999995388,23.00000859,32.23128139,413.2032864,300.2147628,96.71856662
"ADORA2BP1",0,0,0,0,0,0.9999992,6.000005024,5.000000587
"ADORA3",1576.487903,17.99994281,34.99999083,123.999756,21.33316872,157.9612928,40.00004282,46.00464103
"ADPGK",3437.610985,194.6389502,195.3349688,158.9458656,896.9825958,4694.257888,4953.735363,3461.122022
"ADPRH",520.999159,10.99998888,159.9999788,65.99996193,193.999057,929.0006015,985.0023135,653.0002566
"ADPRHL1",113.5575509,76.93343021,36.24419641,30.1975461,10.48684348,81.46286185,79.54896976,96.01569525
"ADPRM",242.0001457,0,69.99993397,32.99994153,117.9994613,276.0003315,343.0000692,385.9998877
"ADPRS",17.99999881,86.99989212,100.9998827,69.99992801,47.999932,124.0001365,202.0003012,7.999995912
"ADRA1A",50.99318519,74.20724658,29.69850057,36.52937,12.97796939,68.91686429,84.40593209,74.92906857
"ADRA1B",236.0000768,58.00004145,4.999991889,22.99999039,3.999986784,8.000013861,18.00001484,34.00001759
"ADRA1D",17.99999212,0,7.000011225,0,1.999994596,35.99999326,12.99998059,8.000003098
"ADRA2A",34.99999666,84.00021181,112.0001255,93.00003386,36.99988144,50.99998925,1.999997562,828.99942
"ADRA2B",56.14533685,106.6706653,12.10482382,9.027590298,0,0,1.00174364,0
"ADRA2C",30.99999037,29.99999387,61.00006155,12.99998617,3.999985679,0,9.000015094,68.99984825
"ADRB1",41.58518391,7.269002281,22.44682264,30.50668186,4.14802642,38.71876312,70.79711889,20.36790377
"ADRB2",746.0005833,0,56.00002533,11.999983,133.9996006,849.0016065,845.9995075,699.0000769
"ADRB3",350.2082293,35.54743644,7.151635376,0,21.98775775,343.4946803,113.917601,144.3161984
"ADRM1",931.9192662,370.4513292,329.999158,230.9996733,45.99966732,426.9991219,412.0756551,150.0000451
"ADSL",1311.298839,370.1560712,345.9672047,289.26787,200.8722991,612.8506812,1361.881462,1291.236424
"ADSS1",842.6284664,56.0656291,44.03478013,34.00000893,23.07464634,121.1343969,159.4695947,110.2565611
"ADSS2",1562.493496,586.000255,368.9997826,182.9993934,386.9150062,2532.162755,3433.489611,1703.001176
"ADTRP",423.1479189,70.99998097,24.27247008,16.99998979,53.99975119,396.3558076,466.32859,110.7540752
"AEBP1",11713.98708,4535.002895,3413.002118,1821.998676,830.9974701,12886.97911,1650.002348,6136.001852
"AEBP2",2173.685275,1099.421639,2597.735661,2045.873919,459.8974296,2225.062373,2207.056432,1836.700698
"AEN",280.000378,81.00008721,54.00009343,58.99997654,111.9997201,549.9997404,578.9999863,363.000287
"AFAP1",3123.826645,766.9926405,686.576305,486.1665401,385.6516245,3971.778112,1984.601303,2174.382379
